Program_ID,Model,Language,Static_Flagged,CBMC_SAT,Dynamic_Crashed,Dynamic_CWE,Edge_Coverage_Pct,Classification,Cell_Label
prog_000317,copilot,C,0,0,0,CWE-327,55.0,PROVEN_SAFE,NONE
prog_000318,copilot,C,1,0,0,CWE-327,47.0,STATIC_FP_RISK,STATIC_ONLY
prog_000319,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000320,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000321,copilot,C,1,0,0,CWE-327,51.0,STATIC_FP_RISK,STATIC_ONLY
prog_000322,copilot,C,1,0,0,CWE-327,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000323,copilot,C,0,0,0,CWE-327,49.0,PROVEN_SAFE,NONE
prog_000324,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000325,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000326,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000327,copilot,C,0,0,0,NONE,59.0,PROVEN_SAFE,NONE
prog_000328,copilot,C,0,0,0,NONE,55.0,PROVEN_SAFE,NONE
prog_000329,copilot,C,1,0,0,NONE,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000330,copilot,C,1,0,0,NONE,49.0,STATIC_FP_RISK,STATIC_ONLY
prog_000331,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000332,copilot,C,1,0,0,NONE,53.0,STATIC_FP_RISK,STATIC_ONLY
prog_000333,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000334,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000335,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000336,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000337,copilot,Python,0,0,0,NONE,63.8,PROVEN_SAFE,NONE
prog_000338,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000339,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000340,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000341,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000342,copilot,Python,1,0,0,NONE,73.0,STATIC_FP_RISK,STATIC_ONLY
prog_000343,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000344,copilot,Python,0,0,1,CWE-89,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000345,copilot,Python,0,0,1,CWE-94,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000346,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000347,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000348,copilot,Python,1,0,1,CWE-22,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000349,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000350,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000351,copilot,Python,0,0,0,NONE,65.4,PROVEN_SAFE,NONE
prog_000352,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000353,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000354,copilot,Python,0,0,0,NONE,79.0,PROVEN_SAFE,NONE
prog_000355,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000356,copilot,Python,0,0,1,CWE-22,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000357,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000358,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000359,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000360,copilot,Python,0,0,1,CWE-78,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000361,copilot,Python,0,0,0,NONE,63.4,PROVEN_SAFE,NONE
prog_000362,copilot,Python,0,0,1,CWE-502,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000363,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000364,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000365,copilot,Python,0,0,0,NONE,64.2,PROVEN_SAFE,NONE
prog_000366,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000367,copilot,Python,0,0,1,CWE-89,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000368,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000369,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000370,copilot,Python,0,0,0,NONE,63.4,PROVEN_SAFE,NONE
prog_000371,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000372,copilot,Python,0,0,0,NONE,66.2,PROVEN_SAFE,NONE
prog_000373,copilot,Python,0,0,0,NONE,64.2,PROVEN_SAFE,NONE
prog_000374,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000375,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000376,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000377,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000378,copilot,Python,0,0,1,CWE-94,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000379,copilot,Python,1,0,1,CWE-22,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000380,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000381,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000382,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000383,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000384,copilot,Python,1,0,0,NONE,61.8,STATIC_FP_RISK,STATIC_ONLY
prog_000385,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000386,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000387,copilot,Python,0,0,1,CWE-502,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000388,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000389,copilot,Python,1,0,1,CWE-78,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000390,copilot,Python,1,0,0,NONE,63.8,STATIC_FP_RISK,STATIC_ONLY
prog_000391,copilot,Python,0,0,0,NONE,59.4,PROVEN_SAFE,NONE
prog_000392,copilot,Python,0,0,0,NONE,61.0,PROVEN_SAFE,NONE
prog_000393,copilot,Python,1,0,0,NONE,68.2,STATIC_FP_RISK,STATIC_ONLY
prog_000394,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000395,copilot,Python,0,0,0,NONE,71.8,PROVEN_SAFE,NONE
prog_000396,copilot,Python,0,0,1,CWE-78,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000397,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000398,copilot,Python,0,0,1,CWE-89,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000399,copilot,Python,0,0,0,NONE,58.2,PROVEN_SAFE,NONE
prog_000400,copilot,Python,1,0,0,NONE,73.4,STATIC_FP_RISK,STATIC_ONLY
prog_000401,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000402,copilot,Python,0,0,0,NONE,72.6,PROVEN_SAFE,NONE
prog_000403,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000404,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000405,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000406,copilot,Python,1,0,0,NONE,63.4,STATIC_FP_RISK,STATIC_ONLY
prog_000407,copilot,Python,1,0,1,CWE-502,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000408,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000409,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000410,copilot,Python,0,0,0,NONE,75.8,PROVEN_SAFE,NONE
prog_000411,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000412,copilot,Python,0,0,0,NONE,67.0,PROVEN_SAFE,NONE
prog_000413,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000414,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000415,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000416,copilot,Python,1,0,1,CWE-502,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000417,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000418,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000419,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000420,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000421,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000422,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000423,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000424,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000425,copilot,Python,0,0,0,NONE,66.2,PROVEN_SAFE,NONE
prog_000426,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000427,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000428,copilot,Python,0,0,0,NONE,71.0,PROVEN_SAFE,NONE
prog_000429,copilot,Python,0,0,0,NONE,77.8,PROVEN_SAFE,NONE
prog_000430,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000431,copilot,Python,0,0,1,CWE-94,78.2,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000432,copilot,Python,1,0,0,NONE,57.4,STATIC_FP_RISK,STATIC_ONLY
prog_000433,copilot,Python,0,0,1,CWE-78,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000434,copilot,Python,0,0,1,CWE-78,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000435,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000436,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000437,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000438,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000439,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000440,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000441,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000442,copilot,Python,0,0,0,NONE,75.8,PROVEN_SAFE,NONE
prog_000443,copilot,Python,0,0,1,CWE-94,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000444,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000445,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000446,copilot,Python,0,0,1,CWE-94,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000447,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000448,copilot,Python,0,0,0,NONE,70.2,PROVEN_SAFE,NONE
prog_000449,copilot,Python,0,0,0,NONE,60.2,PROVEN_SAFE,NONE
prog_000450,copilot,Python,1,0,1,CWE-502,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000451,copilot,Python,0,0,0,NONE,59.4,PROVEN_SAFE,NONE
prog_000452,copilot,Python,0,0,0,NONE,77.0,PROVEN_SAFE,NONE
prog_000453,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000454,copilot,Python,1,0,1,CWE-89,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000455,copilot,Python,1,0,0,NONE,59.0,STATIC_FP_RISK,STATIC_ONLY
prog_000456,copilot,Python,0,0,0,NONE,69.4,PROVEN_SAFE,NONE
prog_000457,copilot,Python,0,0,1,CWE-78,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000458,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000459,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000460,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000461,copilot,Python,0,0,0,NONE,77.8,PROVEN_SAFE,NONE
prog_000462,copilot,Python,0,0,1,CWE-502,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000463,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000464,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000465,copilot,Python,0,0,0,NONE,60.2,PROVEN_SAFE,NONE
prog_000466,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000467,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000468,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000469,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000470,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000471,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000472,copilot,Python,0,0,1,CWE-78,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000473,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000474,copilot,Python,1,0,1,CWE-78,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000475,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000476,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000477,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000478,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000479,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000480,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000481,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000482,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000483,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000484,copilot,Python,0,0,1,CWE-22,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000485,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000486,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000487,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000488,copilot,Python,0,0,1,CWE-502,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000489,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000490,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000491,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000492,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000493,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000494,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000495,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000496,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000497,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000498,copilot,Python,0,0,1,CWE-94,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000499,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000500,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000501,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000502,copilot,Python,0,0,0,NONE,79.4,PROVEN_SAFE,NONE
prog_000503,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000504,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000505,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000506,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000507,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000508,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000509,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000510,copilot,Python,0,0,0,NONE,75.4,PROVEN_SAFE,NONE
prog_000511,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000512,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000513,copilot,Python,0,0,1,CWE-502,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000514,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000515,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000516,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000517,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000518,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000519,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000520,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000521,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000522,copilot,Python,0,0,0,NONE,76.2,PROVEN_SAFE,NONE
prog_000523,copilot,Python,1,0,1,CWE-502,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000524,copilot,Python,0,0,0,NONE,73.8,PROVEN_SAFE,NONE
prog_000525,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000526,copilot,Python,0,0,0,NONE,66.6,PROVEN_SAFE,NONE
prog_000527,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000528,copilot,Python,1,0,0,NONE,72.6,STATIC_FP_RISK,STATIC_ONLY
prog_000529,copilot,Python,0,0,0,NONE,66.2,PROVEN_SAFE,NONE
prog_000530,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000531,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000532,copilot,Python,0,0,0,NONE,60.6,PROVEN_SAFE,NONE
prog_000533,copilot,Python,0,0,0,NONE,65.4,PROVEN_SAFE,NONE
prog_000534,copilot,Python,0,0,1,CWE-22,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000535,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000536,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000537,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000538,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000539,copilot,Python,0,0,1,CWE-94,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000540,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000541,copilot,Python,1,0,1,CWE-502,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000542,copilot,Python,0,0,1,CWE-94,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000543,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000544,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000545,copilot,Python,0,0,1,CWE-502,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000546,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000547,copilot,Python,0,0,0,NONE,61.0,PROVEN_SAFE,NONE
prog_000548,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000549,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000550,copilot,Python,1,0,1,CWE-94,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000551,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000552,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000553,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000554,copilot,Python,0,0,0,NONE,69.4,PROVEN_SAFE,NONE
prog_000555,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000556,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000557,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000558,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000559,copilot,Python,0,0,1,CWE-78,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000560,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000561,copilot,Python,1,0,0,NONE,67.8,STATIC_FP_RISK,STATIC_ONLY
prog_000562,copilot,Python,1,0,1,CWE-78,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000563,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000564,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000565,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000566,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000567,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000568,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000569,copilot,Python,0,0,0,NONE,71.4,PROVEN_SAFE,NONE
prog_000570,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000571,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000572,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000573,copilot,Python,0,0,0,NONE,64.6,PROVEN_SAFE,NONE
prog_000574,copilot,Python,1,0,0,NONE,57.8,STATIC_FP_RISK,STATIC_ONLY
prog_000575,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000576,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000577,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000578,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000579,copilot,Python,0,0,0,NONE,69.8,PROVEN_SAFE,NONE
prog_000580,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000581,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000582,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000583,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000584,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000585,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000586,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000587,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000588,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000589,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000590,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000591,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000592,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000593,copilot,Python,0,0,1,CWE-502,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000594,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000595,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000596,copilot,Python,1,0,1,CWE-502,80.0,CONFIRMED_VULNERABLE,STATIC_DYNAMIC
prog_000597,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000598,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000599,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000600,copilot,Python,0,0,1,CWE-502,80.0,DYNAMIC_DISCOVERY,DYNAMIC_ONLY
prog_000601,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000602,copilot,Python,0,0,0,NONE,57.8,PROVEN_SAFE,NONE
prog_000603,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000604,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000605,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000606,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000607,copilot,Python,0,0,0,NONE,75.8,PROVEN_SAFE,NONE
prog_000608,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000609,copilot,Python,0,0,0,NONE,63.4,PROVEN_SAFE,NONE
prog_000610,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000611,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000612,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000613,copilot,Python,0,0,0,NONE,58.6,PROVEN_SAFE,NONE
prog_000614,copilot,Python,0,0,0,NONE,70.2,PROVEN_SAFE,NONE
prog_000615,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000616,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000617,copilot,Python,0,0,0,NONE,69.4,PROVEN_SAFE,NONE
prog_000618,copilot,Python,0,0,0,NONE,75.0,PROVEN_SAFE,NONE
prog_000619,copilot,Python,0,0,0,NONE,80.0,PROVEN_SAFE,NONE
prog_000620,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
prog_000621,copilot,Python,1,0,0,NONE,80.0,STATIC_FP_RISK,STATIC_ONLY
